Optymalny wynik,Otrzymany wynik,Czas wykonania,Blad wzgledny (procentowo)
\Dane\TSP\rat99.txt
 1211,1437,0.009373,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.048669,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.220575,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.409526,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.850557,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.019050,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000176,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001847,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009825,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.074195,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009333,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.047950,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.221509,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.429347,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.851625,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.031115,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000177,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.002320,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009790,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.073957,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009305,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.048078,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.219031,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.407827,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.844863,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.025563,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000174,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001824,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009733,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.073806,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009308,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.047997,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.219716,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.410452,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.850590,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.026436,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000174,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001821,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009694,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.074207,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009398,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.048182,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.218954,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.412308,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.854568,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.012045,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000178,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001848,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.010040,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.074146,36.188748%
