Optymalny wynik,Otrzymany wynik,Czas wykonania,Blad wzgledny (procentowo)
\Dane\TSP\rat99.txt
 1211,1437,0.009311,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.048280,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.221339,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.410871,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.845762,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.006418,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000175,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001823,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009663,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.073699,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009521,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.048567,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.222117,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.414113,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.854861,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.036493,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000182,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001875,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.010434,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.076953,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009625,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.049079,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.221508,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.414488,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.856265,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.037758,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1497,0.000181,16.407465%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001880,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009854,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.075538,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009559,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.049225,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.221978,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.414272,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.864748,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.023766,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000182,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001875,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009879,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.074695,36.188748%
\Dane\TSP\rat99.txt
 1211,1437,0.009337,18.662263%
\Dane\TSP\pr152.txt
 73682,79564,0.047959,7.982954%
\Dane\TSP\ts225.txt
 126643,140486,0.218826,10.930727%
\Dane\TSP\pr264.txt
 49135,54491,0.409583,10.900580%
\Dane\TSP\lin318.txt
 42029,49201,0.844192,17.064408%
\Dane\TSP\pr439.txt
 107217,127230,3.018784,18.665883%
\Dane\ATSP\ftv33.txt
 1286,1510,0.000174,17.418351%
\Dane\ATSP\ftv64.txt
 1839,2202,0.001818,19.738989%
\Dane\ATSP\kro100p.txt
 36230,43316,0.009710,19.558377%
\Dane\ATSP\ftv170.txt
 2755,3752,0.074772,36.188748%
